ﾃﾞｰﾀ処理NO,情報区分ｺｰﾄﾞ,ﾃﾞｰﾀ作成日,発注者ｺｰﾄﾞ,受注者ｺｰﾄﾞ,発注部門ｺｰﾄﾞ,製造番号,訂正ｺｰﾄﾞ,ｺｯｸ区分,単位,支給区分,購買担当,材質規格寸法,仕様書有無,版数,品名,受注者品名ｺｰﾄﾞ,発注者品名ｺｰﾄﾞ,荷姿,納期,所要計画数量,備考,計画番号,計画年月日,標準納入日数,ｴﾝﾄﾞﾕｰｻﾞｰ名,指定ﾒｰｶｰ名,所要期間,契約条件区分,機種ｺｰﾄﾞ,戦略物資区分,発注品仕様,発注部門名,購買担当K,材質規格寸法K,品名K,備考K,ｴﾝﾄﾞﾕｰｻﾞｰ名K,指定ﾒｰｶｰ名K,機種名K,発注品仕様K,発注部門名K
351,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/14,1600,,D0035217554,2019/11/30,0,,,0,,,,,,,,,,,,,,
352,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/15,1600,,D0035217555,2019/11/30,0,,,0,,,,,,,,,,,,,,
353,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/16,2000,,D0035217556,2019/11/30,0,,,0,,,,,,,,,,,,,,
354,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/17,1600,,D0035217557,2019/11/30,0,,,0,,,,,,,,,,,,,,
355,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/1/21,1600,,D0035217558,2019/11/30,0,,,0,,,,,,,,,,,,,,
356,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚB,,P2140-42410,,2020/1/14,200,,D0035217604,2019/11/30,0,,,0,,,,,,,,,,,,,,
357,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚﾌﾀｶﾝU,,P219A-47400,,2020/1/21,210,,D0035218103,2019/11/30,0,,,0,,,,,,,,,,,,,,
358,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｻﾄﾞｳﾚﾊﾞｰﾋﾟﾝ,,P3471-06F00,,2020/1/14,500,,D0035219077,2019/11/30,0,,,0,,,,,,,,,,,,,,
359,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｼｬﾜ-ﾍｯﾄﾞ,,P0890-31330,,2020/1/14,100,,D0035219774,2019/11/30,0,,,0,,,,,,,,,,,,,,
360,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/14,120,,D0035220974,2019/11/30,0,,,0,,,,,,,,,,,,,,
361,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/15,390,,D0035220975,2019/11/30,0,,,0,,,,,,,,,,,,,,
362,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/16,270,,D0035220976,2019/11/30,0,,,0,,,,,,,,,,,,,,
363,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/17,90,,D0035220977,2019/11/30,0,,,0,,,,,,,,,,,,,,
364,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/1/21,420,,D0035220978,2019/11/30,0,,,0,,,,,,,,,,,,,,
365,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-06F10,,2020/1/21,24,,D0035221017,2019/11/30,0,,,0,,,,,,,,,,,,,,
366,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(L),,P1127-93000,,2020/1/22,3200,,D0035221270,2019/11/30,0,,,0,,,,,,,,,,,,,,
367,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(L),,P1127-93000,,2020/1/24,3200,,D0035221271,2019/11/30,0,,,0,,,,,,,,,,,,,,
368,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/1/21,240,,D0035222224,2019/11/30,0,,,0,,,,,,,,,,,,,,
369,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/1/22,600,,D0035222225,2019/11/30,0,,,0,,,,,,,,,,,,,,
370,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/1/23,360,,D0035222226,2019/11/30,0,,,0,,,,,,,,,,,,,,
371,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/1/24,600,,D0035222227,2019/11/30,0,,,0,,,,,,,,,,,,,,
372,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/1/28,360,,D0035222228,2019/11/30,0,,,0,,,,,,,,,,,,,,
373,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-13R00,,2020/1/24,120,,D0035222266,2019/11/30,0,,,0,,,,,,,,,,,,,,
374,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/1/14,2000,,D0035222694,2019/11/30,0,,,0,,,,,,,,,,,,,,
375,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/1/15,2000,,D0035222695,2019/11/30,0,,,0,,,,,,,,,,,,,,
376,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/1/16,2000,,D0035222696,2019/11/30,0,,,0,,,,,,,,,,,,,,
377,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/1/21,2000,,D0035222697,2019/11/30,0,,,0,,,,,,,,,,,,,,
378,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31340,,2020/1/21,100,,D0035222738,2019/11/30,0,,,0,,,,,,,,,,,,,,
379,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/14,1100,,D0035222765,2019/11/30,0,,,0,,,,,,,,,,,,,,
380,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/15,1000,,D0035222766,2019/11/30,0,,,0,,,,,,,,,,,,,,
381,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/16,800,,D0035222767,2019/11/30,0,,,0,,,,,,,,,,,,,,
382,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/17,1100,,D0035222768,2019/11/30,0,,,0,,,,,,,,,,,,,,
383,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/1/21,1000,,D0035222769,2019/11/30,0,,,0,,,,,,,,,,,,,,
384,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾁｮｳｾｲｱｼ,,P0335-36420,,2020/1/23,4320,,D0035222974,2019/11/30,0,,,0,,,,,,,,,,,,,,
385,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/14,1600,,D0035223096,2019/11/30,0,,,0,,,,,,,,,,,,,,
386,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/15,1700,,D0035223097,2019/11/30,0,,,0,,,,,,,,,,,,,,
387,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/16,1700,,D0035223098,2019/11/30,0,,,0,,,,,,,,,,,,,,
388,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/17,1600,,D0035223099,2019/11/30,0,,,0,,,,,,,,,,,,,,
389,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/1/21,1600,,D0035223100,2019/11/30,0,,,0,,,,,,,,,,,,,,
390,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/14,180,,D0035223254,2019/11/30,0,,,0,,,,,,,,,,,,,,
391,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/15,270,,D0035223255,2019/11/30,0,,,0,,,,,,,,,,,,,,
392,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/16,180,,D0035223256,2019/11/30,0,,,0,,,,,,,,,,,,,,
393,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/17,90,,D0035223257,2019/11/30,0,,,0,,,,,,,,,,,,,,
394,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/1/21,270,,D0035223258,2019/11/30,0,,,0,,,,,,,,,,,,,,
395,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/14,360,,D0035223565,2019/11/30,0,,,0,,,,,,,,,,,,,,
396,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/15,360,,D0035223566,2019/11/30,0,,,0,,,,,,,,,,,,,,
397,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/16,720,,D0035223567,2019/11/30,0,,,0,,,,,,,,,,,,,,
398,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/17,360,,D0035223568,2019/11/30,0,,,0,,,,,,,,,,,,,,
399,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/21,420,,D0035223569,2019/11/30,0,,,0,,,,,,,,,,,,,,
400,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/14,756,,D0035223738,2019/11/30,0,,,0,,,,,,,,,,,,,,
401,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/15,756,,D0035223739,2019/11/30,0,,,0,,,,,,,,,,,,,,
402,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/16,756,,D0035223740,2019/11/30,0,,,0,,,,,,,,,,,,,,
403,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/17,756,,D0035223741,2019/11/30,0,,,0,,,,,,,,,,,,,,
404,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/21,756,,D0035223742,2019/11/30,0,,,0,,,,,,,,,,,,,,
405,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/14,360,,D0035223881,2019/11/30,0,,,0,,,,,,,,,,,,,,
406,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/15,288,,D0035223882,2019/11/30,0,,,0,,,,,,,,,,,,,,
407,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/17,360,,D0035223883,2019/11/30,0,,,0,,,,,,,,,,,,,,
408,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/21,288,,D0035223884,2019/11/30,0,,,0,,,,,,,,,,,,,,
409,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｼﾞｮﾀﾝｸAｶﾝU,,P122A-31330,,2020/1/14,300,,D0035223965,2019/11/30,0,,,0,,,,,,,,,,,,,,
410,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｱｼｲﾀC,,P0351-39000,,2020/1/14,4900,,D0035224108,2019/11/30,0,,,0,,,,,,,,,,,,,,
411,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ8,,,,ﾎ-ｽﾎﾙﾀﾞB,,P1295-10M00,,2020/1/17,5000,,D0035224316,2019/11/30,0,,,0,,,,,,,,,,,,,,
412,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ8,,,,ﾎ-ｽﾎﾙﾀﾞB,,P1295-10M00,,2020/1/23,5000,,D0035224317,2019/11/30,0,,,0,,,,,,,,,,,,,,
413,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/1/22,4000,,D0035224611,2019/11/30,0,,,0,,,,,,,,,,,,,,
414,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/1/24,3000,,D0035224612,2019/11/30,0,,,0,,,,,,,,,,,,,,
415,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/14,1600,,D0035225132,2019/11/30,0,,,0,,,,,,,,,,,,,,
416,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/15,1600,,D0035225133,2019/11/30,0,,,0,,,,,,,,,,,,,,
417,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/16,1600,,D0035225134,2019/11/30,0,,,0,,,,,,,,,,,,,,
418,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/17,1600,,D0035225135,2019/11/30,0,,,0,,,,,,,,,,,,,,
419,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/21,1600,,D0035225136,2019/11/30,0,,,0,,,,,,,,,,,,,,
420,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷﾕｳｽｲﾍﾞﾝ-ｲﾀA,,P2918-39020,,2020/1/16,100,,D0035225196,2019/11/30,0,,,0,,,,,,,,,,,,,,
421,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷﾕｳｽｲﾍﾞﾝ-ｲﾀA,,P2918-39020,,2020/1/21,100,,D0035225197,2019/11/30,0,,,0,,,,,,,,,,,,,,
422,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/1/14,90,,D0035225269,2019/11/30,0,,,0,,,,,,,,,,,,,,
423,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/1/17,90,,D0035225270,2019/11/30,0,,,0,,,,,,,,,,,,,,
424,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/21,1600,,D0035228173,2019/11/30,0,,,0,,,,,,,,,,,,,,
425,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/22,1600,,D0035228174,2019/11/30,0,,,0,,,,,,,,,,,,,,
426,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/24,3200,,D0035228175,2019/11/30,0,,,0,,,,,,,,,,,,,,
427,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/28,1600,,D0035228176,2019/11/30,0,,,0,,,,,,,,,,,,,,
428,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/14,1110,,D0035228432,2019/11/30,0,,,0,,,,,,,,,,,,,,
429,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/15,960,,D0035228433,2019/11/30,0,,,0,,,,,,,,,,,,,,
430,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/16,810,,D0035228434,2019/11/30,0,,,0,,,,,,,,,,,,,,
431,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/17,1080,,D0035228435,2019/11/30,0,,,0,,,,,,,,,,,,,,
432,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/21,990,,D0035228436,2019/11/30,0,,,0,,,,,,,,,,,,,,
433,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67460,,2020/1/17,60,,D0035228485,2019/11/30,0,,,0,,,,,,,,,,,,,,
434,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/14,1110,,D0035228548,2019/11/30,0,,,0,,,,,,,,,,,,,,
435,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/15,960,,D0035228549,2019/11/30,0,,,0,,,,,,,,,,,,,,
436,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/16,810,,D0035228550,2019/11/30,0,,,0,,,,,,,,,,,,,,
437,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/17,1080,,D0035228551,2019/11/30,0,,,0,,,,,,,,,,,,,,
438,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/21,990,,D0035228552,2019/11/30,0,,,0,,,,,,,,,,,,,,
439,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝｶﾗｰ,,P2922-02C00,,2020/2/3,7540,,D0035229524,2019/11/30,0,,,0,,,,,,,,,,,,,,
440,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/1/22,2800,,D0035230465,2019/11/30,0,,,0,,,,,,,,,,,,,,
441,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/1/24,3200,,D0035230466,2019/11/30,0,,,0,,,,,,,,,,,,,,
442,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽｼﾞｮｲﾝﾄ,,P0242-67300,,2020/1/21,500,,D0035231648,2019/11/30,0,,,0,,,,,,,,,,,,,,
443,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/21,1200,,D0035231737,2019/11/30,0,,,0,,,,,,,,,,,,,,
444,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/22,3000,,D0035231738,2019/11/30,0,,,0,,,,,,,,,,,,,,
445,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/23,1200,,D0035231739,2019/11/30,0,,,0,,,,,,,,,,,,,,
446,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/24,1800,,D0035231740,2019/11/30,0,,,0,,,,,,,,,,,,,,
447,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/28,1200,,D0035231741,2019/11/30,0,,,0,,,,,,,,,,,,,,
448,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾁｮｳｾｲﾂﾏﾐ,,P0343-PC450K,,2020/2/7,400,,E0035211159,2019/11/30,0,,,0,,,,,,,,,,,,,,
449,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/1/23,300,,E0035212323,2019/11/30,0,,,0,,,,,,,,,,,,,,
450,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/1/28,400,,E0035212324,2019/11/30,0,,,0,,,,,,,,,,,,,,
451,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/1/29,100,,E0035212325,2019/11/30,0,,,0,,,,,,,,,,,,,,
452,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/1/30,200,,E0035212326,2019/11/30,0,,,0,,,,,,,,,,,,,,
453,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/2/3,300,,E0035212327,2019/11/30,0,,,0,,,,,,,,,,,,,,
454,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/2/4,200,,E0035212328,2019/11/30,0,,,0,,,,,,,,,,,,,,
455,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾊﾝｶﾞ,,P0170-96500,,2020/1/29,500,,E0035212660,2019/11/30,0,,,0,,,,,,,,,,,,,,
456,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｰﾊﾞﾝﾄﾞA,,P0171-06F00,,2020/1/28,100,,E0035212712,2019/11/30,0,,,0,,,,,,,,,,,,,,
457,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/22,3200,,E0035214390,2019/11/30,0,,,0,,,,,,,,,,,,,,
458,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/23,3200,,E0035214391,2019/11/30,0,,,0,,,,,,,,,,,,,,
459,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/24,3400,,E0035214392,2019/11/30,0,,,0,,,,,,,,,,,,,,
460,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/28,3000,,E0035214393,2019/11/30,0,,,0,,,,,,,,,,,,,,
461,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/29,5800,,E0035214394,2019/11/30,0,,,0,,,,,,,,,,,,,,
462,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/1/30,3200,,E0035214395,2019/11/30,0,,,0,,,,,,,,,,,,,,
463,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/2/3,3400,,E0035214396,2019/11/30,0,,,0,,,,,,,,,,,,,,
464,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/2/4,3000,,E0035214397,2019/11/30,0,,,0,,,,,,,,,,,,,,
465,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/22,3200,,E0035214630,2019/11/30,0,,,0,,,,,,,,,,,,,,
466,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/23,3000,,E0035214631,2019/11/30,0,,,0,,,,,,,,,,,,,,
467,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/24,3400,,E0035214632,2019/11/30,0,,,0,,,,,,,,,,,,,,
468,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/1/28,3200,,E0035214633,2019/11/30,0,,,0,,,,,,,,,,,,,,
